ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Forma_de_Venda,Região
29145,2023-12-02,São Paulo,iPhone 14,5500.0,1,Cliente_15615,5500.0,Presencial,Sudeste
37791,2023-12-02,São Paulo,iPhone 14,5500.0,1,Cliente_21162,5500.0,Presencial,Sudeste
57983,2023-12-02,São Paulo,iPhone 14,5500.0,1,Cliente_127,5500.0,Presencial,Sudeste
64164,2023-12-02,São Paulo,iPhone 14,5500.0,1,Cliente_29800,5500.0,Presencial,Sudeste
65655,2023-12-02,São Paulo,iPhone 14,5500.0,1,Cliente_12347,5500.0,Presencial,Sudeste
57107,2023-12-02,São Paulo,Notebook HP,3200.0,2,Cliente_5038,6400.0,Presencial,Sudeste
74828,2023-12-02,São Paulo,Notebook Dell,3500.0,2,Cliente_6896,7000.0,Presencial,Sudeste
82901,2023-12-02,São Paulo,Notebook Dell,3500.0,3,Cliente_1382,10500.0,Presencial,Sudeste
16531,2023-12-03,São Paulo,Mouse Gamer,120.0,1,Cliente_4998,120.0,Presencial,Sudeste
39460,2023-12-03,São Paulo,Mouse Gamer,120.0,1,Cliente_25980,120.0,Presencial,Sudeste
50229,2023-12-03,São Paulo,Mouse Gamer,120.0,1,Cliente_12230,120.0,Presencial,Sudeste
82772,2023-12-03,São Paulo,Mouse Gamer,120.0,1,Cliente_3129,120.0,Presencial,Sudeste
55412,2023-12-03,São Paulo,Cabo HDMI,40.0,5,Cliente_19439,200.0,Presencial,Sudeste
6199,2023-12-03,São Paulo,Teclado Mecânico,250.0,1,Cliente_6392,250.0,Presencial,Sudeste
66195,2023-12-03,São Paulo,Teclado Mecânico,250.0,2,Cliente_26236,500.0,Presencial,Sudeste
30375,2023-12-03,São Paulo,"Monitor 27""",1200.0,1,Cliente_25945,1200.0,Presencial,Sudeste
68528,2023-12-03,São Paulo,Smartphone Samsung,2200.0,1,Cliente_26910,2200.0,Presencial,Sudeste
73014,2023-12-03,São Paulo,Smartphone Samsung,2200.0,1,Cliente_17422,2200.0,Presencial,Sudeste
15976,2023-12-03,São Paulo,"Monitor 27""",1200.0,2,Cliente_1653,2400.0,Presencial,Sudeste
21939,2023-12-03,São Paulo,Notebook HP,3200.0,1,Cliente_9367,3200.0,Presencial,Sudeste
65447,2023-12-03,São Paulo,Notebook HP,3200.0,1,Cliente_23189,3200.0,Presencial,Sudeste
33952,2023-12-03,São Paulo,Notebook Dell,3500.0,1,Cliente_25913,3500.0,Presencial,Sudeste
63359,2023-12-03,São Paulo,Notebook Dell,3500.0,1,Cliente_5460,3500.0,Presencial,Sudeste
70885,2023-12-03,São Paulo,Notebook Dell,3500.0,1,Cliente_19585,3500.0,Presencial,Sudeste
73910,2023-12-03,São Paulo,Notebook Dell,3500.0,1,Cliente_3695,3500.0,Presencial,Sudeste
10536,2023-12-03,São Paulo,"Monitor 27""",1200.0,5,Cliente_12773,6000.0,Presencial,Sudeste
57680,2023-12-03,São Paulo,Notebook HP,3200.0,2,Cliente_18403,6400.0,Presencial,Sudeste
83473,2023-12-03,São Paulo,Notebook Dell,3500.0,2,Cliente_12926,7000.0,Presencial,Sudeste
17536,2023-12-03,São Paulo,"Monitor 27""",1200.0,10,Cliente_29959,12000.0,Presencial,Sudeste
51880,2023-12-04,São Paulo,Cabo HDMI,40.0,1,Cliente_16392,40.0,Presencial,Sudeste
77763,2023-12-04,São Paulo,Cabo HDMI,40.0,1,Cliente_1863,40.0,Presencial,Sudeste
58253,2023-12-04,São Paulo,Mouse Gamer,120.0,1,Cliente_28877,120.0,Presencial,Sudeste
78475,2023-12-04,São Paulo,Mouse Gamer,120.0,2,Cliente_29138,240.0,Presencial,Sudeste
28054,2023-12-04,São Paulo,Teclado Mecânico,250.0,1,Cliente_14897,250.0,Presencial,Sudeste
37825,2023-12-04,São Paulo,Teclado Mecânico,250.0,1,Cliente_23613,250.0,Presencial,Sudeste
87522,2023-12-04,São Paulo,Teclado Mecânico,250.0,1,Cliente_14189,250.0,Presencial,Sudeste
23955,2023-12-04,São Paulo,"Monitor 27""",1200.0,1,Cliente_8981,1200.0,Presencial,Sudeste
76485,2023-12-04,São Paulo,"Monitor 27""",1200.0,1,Cliente_11892,1200.0,Presencial,Sudeste
44208,2023-12-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_11743,2200.0,Presencial,Sudeste
78167,2023-12-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_15802,2200.0,Presencial,Sudeste
55954,2023-12-04,São Paulo,Notebook HP,3200.0,1,Cliente_24687,3200.0,Presencial,Sudeste
91936,2023-12-04,São Paulo,Notebook Dell,3500.0,1,Cliente_28911,3500.0,Presencial,Sudeste
19907,2023-12-04,São Paulo,iPhone 14,5500.0,1,Cliente_18541,5500.0,Presencial,Sudeste
58333,2023-12-04,São Paulo,Notebook HP,3200.0,2,Cliente_29614,6400.0,Presencial,Sudeste
65001,2023-12-04,São Paulo,Notebook HP,3200.0,2,Cliente_441,6400.0,Presencial,Sudeste
33610,2023-12-04,São Paulo,Notebook Dell,3500.0,2,Cliente_8476,7000.0,Presencial,Sudeste
52642,2023-12-05,São Paulo,Cabo HDMI,40.0,1,Cliente_10172,40.0,Presencial,Sudeste
88169,2023-12-05,São Paulo,Cabo HDMI,40.0,1,Cliente_28890,40.0,Presencial,Sudeste
91360,2023-12-05,São Paulo,Cabo HDMI,40.0,1,Cliente_15515,40.0,Presencial,Sudeste
43777,2023-12-05,São Paulo,Mouse Gamer,120.0,1,Cliente_18022,120.0,Presencial,Sudeste
80431,2023-12-05,São Paulo,Mouse Gamer,120.0,1,Cliente_16940,120.0,Presencial,Sudeste
25130,2023-12-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_6909,250.0,Presencial,Sudeste
74939,2023-12-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_26192,250.0,Presencial,Sudeste
99812,2023-12-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_2997,250.0,Presencial,Sudeste
46151,2023-12-05,São Paulo,Teclado Mecânico,250.0,2,Cliente_28550,500.0,Presencial,Sudeste
1826,2023-12-05,São Paulo,"Monitor 27""",1200.0,1,Cliente_26531,1200.0,Presencial,Sudeste
35820,2023-12-05,São Paulo,"Monitor 27""",1200.0,1,Cliente_8829,1200.0,Presencial,Sudeste
89811,2023-12-05,São Paulo,"Monitor 27""",1200.0,1,Cliente_1288,1200.0,Presencial,Sudeste
59692,2023-12-05,São Paulo,Smartphone Samsung,2200.0,1,Cliente_12798,2200.0,Presencial,Sudeste
94361,2023-12-05,São Paulo,Smartphone Samsung,2200.0,1,Cliente_25357,2200.0,Presencial,Sudeste
50228,2023-12-05,São Paulo,Notebook Dell,3500.0,1,Cliente_24305,3500.0,Presencial,Sudeste
75576,2023-12-05,São Paulo,Notebook Dell,3500.0,1,Cliente_22116,3500.0,Presencial,Sudeste
76666,2023-12-05,São Paulo,Notebook Dell,3500.0,1,Cliente_25872,3500.0,Presencial,Sudeste
77281,2023-12-05,São Paulo,Notebook Dell,3500.0,3,Cliente_13671,10500.0,Presencial,Sudeste
99051,2023-12-06,São Paulo,Cabo HDMI,40.0,1,Cliente_6301,40.0,Presencial,Sudeste
40992,2023-12-06,São Paulo,Mouse Gamer,120.0,1,Cliente_13181,120.0,Presencial,Sudeste
65679,2023-12-06,São Paulo,Mouse Gamer,120.0,1,Cliente_20197,120.0,Presencial,Sudeste
68394,2023-12-06,São Paulo,Mouse Gamer,120.0,1,Cliente_10443,120.0,Presencial,Sudeste
27144,2023-12-06,São Paulo,Mouse Gamer,120.0,2,Cliente_19425,240.0,Presencial,Sudeste
95228,2023-12-06,São Paulo,Teclado Mecânico,250.0,1,Cliente_26361,250.0,Presencial,Sudeste
11876,2023-12-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_2949,1200.0,Presencial,Sudeste
12818,2023-12-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_11628,1200.0,Presencial,Sudeste
14942,2023-12-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_11809,1200.0,Presencial,Sudeste
45615,2023-12-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_3993,1200.0,Presencial,Sudeste
55571,2023-12-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_11398,1200.0,Presencial,Sudeste
57805,2023-12-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_8316,1200.0,Presencial,Sudeste
39265,2023-12-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_3759,2200.0,Presencial,Sudeste
93305,2023-12-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_22328,2200.0,Presencial,Sudeste
10170,2023-12-06,São Paulo,Notebook HP,3200.0,1,Cliente_5234,3200.0,Presencial,Sudeste
58504,2023-12-06,São Paulo,Notebook HP,3200.0,1,Cliente_16300,3200.0,Presencial,Sudeste
28068,2023-12-06,São Paulo,Notebook Dell,3500.0,1,Cliente_11107,3500.0,Presencial,Sudeste
31875,2023-12-06,São Paulo,iPhone 14,5500.0,1,Cliente_13747,5500.0,Presencial,Sudeste
67744,2023-12-06,São Paulo,iPhone 14,5500.0,1,Cliente_29162,5500.0,Presencial,Sudeste
89447,2023-12-06,São Paulo,iPhone 14,5500.0,2,Cliente_20178,11000.0,Presencial,Sudeste
37406,2023-12-06,São Paulo,iPhone 14,5500.0,3,Cliente_26598,16500.0,Presencial,Sudeste
8404,2023-12-07,São Paulo,Cabo HDMI,40.0,1,Cliente_6401,40.0,Presencial,Sudeste
98206,2023-12-07,São Paulo,Cabo HDMI,40.0,1,Cliente_12271,40.0,Presencial,Sudeste
96603,2023-12-07,São Paulo,Mouse Gamer,120.0,1,Cliente_6010,120.0,Presencial,Sudeste
98966,2023-12-07,São Paulo,Mouse Gamer,120.0,1,Cliente_3627,120.0,Presencial,Sudeste
26012,2023-12-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_4309,250.0,Presencial,Sudeste
51528,2023-12-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_26481,250.0,Presencial,Sudeste
60738,2023-12-07,São Paulo,"Monitor 27""",1200.0,1,Cliente_28523,1200.0,Presencial,Sudeste
74568,2023-12-07,São Paulo,"Monitor 27""",1200.0,1,Cliente_14961,1200.0,Presencial,Sudeste
84749,2023-12-07,São Paulo,Smartphone Samsung,2200.0,1,Cliente_12189,2200.0,Presencial,Sudeste
9081,2023-12-07,São Paulo,Notebook HP,3200.0,1,Cliente_28833,3200.0,Presencial,Sudeste
31225,2023-12-07,São Paulo,Notebook HP,3200.0,1,Cliente_10237,3200.0,Presencial,Sudeste
57490,2023-12-07,São Paulo,Notebook HP,3200.0,1,Cliente_29465,3200.0,Presencial,Sudeste
90168,2023-12-07,São Paulo,Notebook HP,3200.0,1,Cliente_20276,3200.0,Presencial,Sudeste
22207,2023-12-07,São Paulo,Notebook Dell,3500.0,1,Cliente_14421,3500.0,Presencial,Sudeste
47918,2023-12-07,São Paulo,Notebook Dell,3500.0,1,Cliente_4695,3500.0,Presencial,Sudeste
54151,2023-12-07,São Paulo,Notebook Dell,3500.0,1,Cliente_25623,3500.0,Presencial,Sudeste
59297,2023-12-07,São Paulo,Notebook Dell,3500.0,1,Cliente_6089,3500.0,Presencial,Sudeste
69091,2023-12-07,São Paulo,Notebook Dell,3500.0,1,Cliente_25104,3500.0,Presencial,Sudeste
69673,2023-12-07,São Paulo,Notebook Dell,3500.0,1,Cliente_11836,3500.0,Presencial,Sudeste
75902,2023-12-07,São Paulo,Notebook Dell,3500.0,1,Cliente_3710,3500.0,Presencial,Sudeste
8002,2023-12-07,São Paulo,"Monitor 27""",1200.0,3,Cliente_6477,3600.0,Presencial,Sudeste
82819,2023-12-07,São Paulo,Smartphone Samsung,2200.0,2,Cliente_20882,4400.0,Presencial,Sudeste
30955,2023-12-07,São Paulo,iPhone 14,5500.0,1,Cliente_20772,5500.0,Presencial,Sudeste
4097,2023-12-07,São Paulo,Notebook Dell,3500.0,2,Cliente_12550,7000.0,Presencial,Sudeste
67969,2023-12-07,São Paulo,iPhone 14,5500.0,2,Cliente_29331,11000.0,Presencial,Sudeste
16784,2023-12-08,São Paulo,Cabo HDMI,40.0,1,Cliente_29286,40.0,Presencial,Sudeste
7023,2023-12-08,São Paulo,Mouse Gamer,120.0,1,Cliente_2899,120.0,Presencial,Sudeste
24731,2023-12-08,São Paulo,Mouse Gamer,120.0,1,Cliente_9316,120.0,Presencial,Sudeste
43961,2023-12-08,São Paulo,Mouse Gamer,120.0,1,Cliente_4345,120.0,Presencial,Sudeste
67134,2023-12-08,São Paulo,Mouse Gamer,120.0,1,Cliente_20355,120.0,Presencial,Sudeste
23159,2023-12-08,São Paulo,Teclado Mecânico,250.0,1,Cliente_29410,250.0,Presencial,Sudeste
59648,2023-12-08,São Paulo,Mouse Gamer,120.0,3,Cliente_17047,360.0,Presencial,Sudeste
33787,2023-12-08,São Paulo,Teclado Mecânico,250.0,2,Cliente_6923,500.0,Presencial,Sudeste
10805,2023-12-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_9523,2200.0,Presencial,Sudeste
76960,2023-12-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_21065,2200.0,Presencial,Sudeste
89350,2023-12-08,São Paulo,Notebook HP,3200.0,1,Cliente_23311,3200.0,Presencial,Sudeste
93149,2023-12-08,São Paulo,Notebook HP,3200.0,1,Cliente_2268,3200.0,Presencial,Sudeste
54830,2023-12-08,São Paulo,Notebook Dell,3500.0,1,Cliente_12151,3500.0,Presencial,Sudeste
65525,2023-12-08,São Paulo,Notebook Dell,3500.0,1,Cliente_27074,3500.0,Presencial,Sudeste
94692,2023-12-08,São Paulo,Notebook Dell,3500.0,1,Cliente_9603,3500.0,Presencial,Sudeste
91796,2023-12-08,São Paulo,Smartphone Samsung,2200.0,2,Cliente_20592,4400.0,Presencial,Sudeste
60439,2023-12-08,São Paulo,iPhone 14,5500.0,1,Cliente_23574,5500.0,Presencial,Sudeste
7761,2023-12-09,São Paulo,Cabo HDMI,40.0,1,Cliente_27775,40.0,Presencial,Sudeste
9697,2023-12-09,São Paulo,Mouse Gamer,120.0,1,Cliente_1007,120.0,Presencial,Sudeste
26661,2023-12-09,São Paulo,Mouse Gamer,120.0,1,Cliente_8073,120.0,Presencial,Sudeste
88658,2023-12-09,São Paulo,Mouse Gamer,120.0,1,Cliente_25374,120.0,Presencial,Sudeste
95348,2023-12-09,São Paulo,"Monitor 27""",1200.0,1,Cliente_16325,1200.0,Presencial,Sudeste
44695,2023-12-09,São Paulo,Notebook HP,3200.0,1,Cliente_2209,3200.0,Presencial,Sudeste
71835,2023-12-09,São Paulo,Notebook HP,3200.0,1,Cliente_16557,3200.0,Presencial,Sudeste
4186,2023-12-09,São Paulo,iPhone 14,5500.0,1,Cliente_27482,5500.0,Presencial,Sudeste
6366,2023-12-09,São Paulo,iPhone 14,5500.0,1,Cliente_27769,5500.0,Presencial,Sudeste
4319,2023-12-09,São Paulo,Notebook HP,3200.0,2,Cliente_4095,6400.0,Presencial,Sudeste
41119,2023-12-09,São Paulo,Notebook Dell,3500.0,2,Cliente_8374,7000.0,Presencial,Sudeste
27753,2023-12-09,São Paulo,Notebook Dell,3500.0,3,Cliente_18948,10500.0,Presencial,Sudeste
96498,2023-12-09,São Paulo,Smartphone Samsung,2200.0,5,Cliente_9348,11000.0,Presencial,Sudeste
14320,2023-12-09,São Paulo,iPhone 14,5500.0,3,Cliente_13035,16500.0,Presencial,Sudeste
43177,2023-12-10,São Paulo,Cabo HDMI,40.0,1,Cliente_21470,40.0,Presencial,Sudeste
33160,2023-12-10,São Paulo,Cabo HDMI,40.0,2,Cliente_17308,80.0,Presencial,Sudeste
2366,2023-12-10,São Paulo,Mouse Gamer,120.0,1,Cliente_12733,120.0,Presencial,Sudeste
12513,2023-12-10,São Paulo,Mouse Gamer,120.0,1,Cliente_737,120.0,Presencial,Sudeste
91570,2023-12-10,São Paulo,Mouse Gamer,120.0,1,Cliente_29970,120.0,Presencial,Sudeste
27426,2023-12-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_29559,250.0,Presencial,Sudeste
45301,2023-12-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_3482,250.0,Presencial,Sudeste
70125,2023-12-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_2851,250.0,Presencial,Sudeste
26857,2023-12-10,São Paulo,Mouse Gamer,120.0,5,Cliente_21200,600.0,Presencial,Sudeste
23912,2023-12-10,São Paulo,Teclado Mecânico,250.0,3,Cliente_14510,750.0,Presencial,Sudeste
71957,2023-12-10,São Paulo,Teclado Mecânico,250.0,5,Cliente_9797,1250.0,Presencial,Sudeste
80163,2023-12-10,São Paulo,Smartphone Samsung,2200.0,1,Cliente_5614,2200.0,Presencial,Sudeste
14149,2023-12-10,São Paulo,Notebook HP,3200.0,1,Cliente_4330,3200.0,Presencial,Sudeste
87524,2023-12-10,São Paulo,Notebook HP,3200.0,1,Cliente_20066,3200.0,Presencial,Sudeste
14117,2023-12-10,São Paulo,Notebook Dell,3500.0,1,Cliente_12309,3500.0,Presencial,Sudeste
6244,2023-12-10,São Paulo,Notebook HP,3200.0,2,Cliente_19258,6400.0,Presencial,Sudeste
74823,2023-12-11,São Paulo,Cabo HDMI,40.0,1,Cliente_27211,40.0,Presencial,Sudeste
1762,2023-12-11,São Paulo,Mouse Gamer,120.0,1,Cliente_24535,120.0,Presencial,Sudeste
74052,2023-12-11,São Paulo,Mouse Gamer,120.0,1,Cliente_13338,120.0,Presencial,Sudeste
84846,2023-12-11,São Paulo,Mouse Gamer,120.0,1,Cliente_29434,120.0,Presencial,Sudeste
75758,2023-12-11,São Paulo,Cabo HDMI,40.0,5,Cliente_28257,200.0,Presencial,Sudeste
30893,2023-12-11,São Paulo,Teclado Mecânico,250.0,1,Cliente_10733,250.0,Presencial,Sudeste
68015,2023-12-11,São Paulo,Teclado Mecânico,250.0,1,Cliente_24286,250.0,Presencial,Sudeste
97581,2023-12-11,São Paulo,Teclado Mecânico,250.0,1,Cliente_29816,250.0,Presencial,Sudeste
59142,2023-12-11,São Paulo,Smartphone Samsung,2200.0,1,Cliente_10876,2200.0,Presencial,Sudeste
98731,2023-12-11,São Paulo,Smartphone Samsung,2200.0,1,Cliente_46,2200.0,Presencial,Sudeste
77898,2023-12-11,São Paulo,"Monitor 27""",1200.0,2,Cliente_7283,2400.0,Presencial,Sudeste
4127,2023-12-11,São Paulo,Notebook HP,3200.0,1,Cliente_877,3200.0,Presencial,Sudeste
29538,2023-12-11,São Paulo,Notebook HP,3200.0,1,Cliente_13600,3200.0,Presencial,Sudeste
30706,2023-12-11,São Paulo,Notebook HP,3200.0,1,Cliente_10494,3200.0,Presencial,Sudeste
31643,2023-12-11,São Paulo,Notebook HP,3200.0,1,Cliente_6429,3200.0,Presencial,Sudeste
58233,2023-12-11,São Paulo,Notebook HP,3200.0,1,Cliente_8944,3200.0,Presencial,Sudeste
74333,2023-12-11,São Paulo,Notebook HP,3200.0,1,Cliente_24968,3200.0,Presencial,Sudeste
54932,2023-12-11,São Paulo,Notebook Dell,3500.0,1,Cliente_18471,3500.0,Presencial,Sudeste
79812,2023-12-11,São Paulo,iPhone 14,5500.0,2,Cliente_19227,11000.0,Presencial,Sudeste
77345,2023-12-11,São Paulo,iPhone 14,5500.0,3,Cliente_5474,16500.0,Presencial,Sudeste
94904,2023-12-12,São Paulo,Cabo HDMI,40.0,1,Cliente_17197,40.0,Presencial,Sudeste
95381,2023-12-12,São Paulo,Cabo HDMI,40.0,2,Cliente_13966,80.0,Presencial,Sudeste
9254,2023-12-12,São Paulo,Mouse Gamer,120.0,1,Cliente_24591,120.0,Presencial,Sudeste
33907,2023-12-12,São Paulo,Cabo HDMI,40.0,3,Cliente_18251,120.0,Presencial,Sudeste
70542,2023-12-12,São Paulo,Mouse Gamer,120.0,1,Cliente_7561,120.0,Presencial,Sudeste
30361,2023-12-12,São Paulo,Cabo HDMI,40.0,5,Cliente_18459,200.0,Presencial,Sudeste
27506,2023-12-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_12110,250.0,Presencial,Sudeste
40836,2023-12-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_14666,250.0,Presencial,Sudeste
83032,2023-12-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_26368,250.0,Presencial,Sudeste
1419,2023-12-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_11795,1200.0,Presencial,Sudeste
86517,2023-12-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_9723,1200.0,Presencial,Sudeste
10331,2023-12-12,São Paulo,Smartphone Samsung,2200.0,1,Cliente_423,2200.0,Presencial,Sudeste
48129,2023-12-12,São Paulo,Smartphone Samsung,2200.0,1,Cliente_24143,2200.0,Presencial,Sudeste
11774,2023-12-12,São Paulo,Notebook HP,3200.0,1,Cliente_29660,3200.0,Presencial,Sudeste
42274,2023-12-12,São Paulo,Notebook HP,3200.0,1,Cliente_27937,3200.0,Presencial,Sudeste
54623,2023-12-12,São Paulo,Notebook HP,3200.0,1,Cliente_3684,3200.0,Presencial,Sudeste
69364,2023-12-12,São Paulo,Notebook HP,3200.0,1,Cliente_12228,3200.0,Presencial,Sudeste
40160,2023-12-12,São Paulo,Notebook Dell,3500.0,1,Cliente_20242,3500.0,Presencial,Sudeste
83309,2023-12-12,São Paulo,Notebook Dell,3500.0,1,Cliente_14537,3500.0,Presencial,Sudeste
26165,2023-12-12,São Paulo,iPhone 14,5500.0,1,Cliente_10609,5500.0,Presencial,Sudeste
46623,2023-12-12,São Paulo,iPhone 14,5500.0,1,Cliente_7284,5500.0,Presencial,Sudeste
48662,2023-12-12,São Paulo,iPhone 14,5500.0,1,Cliente_27463,5500.0,Presencial,Sudeste
18141,2023-12-12,São Paulo,Notebook HP,3200.0,2,Cliente_13473,6400.0,Presencial,Sudeste
81691,2023-12-13,São Paulo,Cabo HDMI,40.0,1,Cliente_7993,40.0,Presencial,Sudeste
50597,2023-12-13,São Paulo,Cabo HDMI,40.0,2,Cliente_22131,80.0,Presencial,Sudeste
8509,2023-12-13,São Paulo,Teclado Mecânico,250.0,2,Cliente_2994,500.0,Presencial,Sudeste
69511,2023-12-13,São Paulo,Teclado Mecânico,250.0,2,Cliente_6206,500.0,Presencial,Sudeste
13044,2023-12-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_25535,1200.0,Presencial,Sudeste
26851,2023-12-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_2389,1200.0,Presencial,Sudeste
44014,2023-12-13,São Paulo,Smartphone Samsung,2200.0,1,Cliente_19381,2200.0,Presencial,Sudeste
63696,2023-12-13,São Paulo,Notebook HP,3200.0,1,Cliente_19719,3200.0,Presencial,Sudeste
86313,2023-12-13,São Paulo,Notebook HP,3200.0,1,Cliente_5252,3200.0,Presencial,Sudeste
91396,2023-12-13,São Paulo,Notebook HP,3200.0,1,Cliente_7433,3200.0,Presencial,Sudeste
24501,2023-12-13,São Paulo,Notebook Dell,3500.0,1,Cliente_8200,3500.0,Presencial,Sudeste
44265,2023-12-13,São Paulo,Notebook Dell,3500.0,1,Cliente_27981,3500.0,Presencial,Sudeste
87262,2023-12-13,São Paulo,Notebook Dell,3500.0,1,Cliente_23136,3500.0,Presencial,Sudeste
40298,2023-12-13,São Paulo,Smartphone Samsung,2200.0,2,Cliente_11849,4400.0,Presencial,Sudeste
6264,2023-12-13,São Paulo,iPhone 14,5500.0,1,Cliente_12465,5500.0,Presencial,Sudeste
77325,2023-12-13,São Paulo,iPhone 14,5500.0,1,Cliente_24230,5500.0,Presencial,Sudeste
30039,2023-12-13,São Paulo,Notebook Dell,3500.0,2,Cliente_17708,7000.0,Presencial,Sudeste
41722,2023-12-13,São Paulo,iPhone 14,5500.0,3,Cliente_18395,16500.0,Presencial,Sudeste
19977,2023-12-14,São Paulo,Cabo HDMI,40.0,1,Cliente_20012,40.0,Presencial,Sudeste
63097,2023-12-14,São Paulo,Cabo HDMI,40.0,1,Cliente_4848,40.0,Presencial,Sudeste
5430,2023-12-14,São Paulo,Cabo HDMI,40.0,2,Cliente_15431,80.0,Presencial,Sudeste
94129,2023-12-14,São Paulo,Cabo HDMI,40.0,2,Cliente_8022,80.0,Presencial,Sudeste
67433,2023-12-14,São Paulo,Mouse Gamer,120.0,1,Cliente_25543,120.0,Presencial,Sudeste
90842,2023-12-14,São Paulo,Mouse Gamer,120.0,1,Cliente_14638,120.0,Presencial,Sudeste
72667,2023-12-14,São Paulo,Mouse Gamer,120.0,2,Cliente_18449,240.0,Presencial,Sudeste
25933,2023-12-14,São Paulo,Teclado Mecânico,250.0,1,Cliente_18962,250.0,Presencial,Sudeste
53589,2023-12-14,São Paulo,Teclado Mecânico,250.0,1,Cliente_9538,250.0,Presencial,Sudeste
1012,2023-12-14,São Paulo,"Monitor 27""",1200.0,1,Cliente_24644,1200.0,Presencial,Sudeste
85838,2023-12-14,São Paulo,Teclado Mecânico,250.0,5,Cliente_14709,1250.0,Presencial,Sudeste
57169,2023-12-14,São Paulo,Notebook HP,3200.0,1,Cliente_20853,3200.0,Presencial,Sudeste
78650,2023-12-14,São Paulo,Notebook HP,3200.0,1,Cliente_1661,3200.0,Presencial,Sudeste
75767,2023-12-14,São Paulo,Notebook Dell,3500.0,1,Cliente_29872,3500.0,Presencial,Sudeste
76037,2023-12-14,São Paulo,Notebook Dell,3500.0,1,Cliente_13511,3500.0,Presencial,Sudeste
96589,2023-12-14,São Paulo,iPhone 14,5500.0,1,Cliente_9259,5500.0,Presencial,Sudeste
48495,2023-12-14,São Paulo,Notebook HP,3200.0,2,Cliente_732,6400.0,Presencial,Sudeste
13232,2023-12-14,São Paulo,Notebook Dell,3500.0,2,Cliente_27011,7000.0,Presencial,Sudeste
19187,2023-12-14,São Paulo,Notebook Dell,3500.0,2,Cliente_28394,7000.0,Presencial,Sudeste
80622,2023-12-14,São Paulo,iPhone 14,5500.0,5,Cliente_22624,27500.0,Presencial,Sudeste
4203,2023-12-15,São Paulo,Cabo HDMI,40.0,1,Cliente_278,40.0,Presencial,Sudeste
55795,2023-12-15,São Paulo,Cabo HDMI,40.0,1,Cliente_26067,40.0,Presencial,Sudeste
98308,2023-12-15,São Paulo,Cabo HDMI,40.0,1,Cliente_25369,40.0,Presencial,Sudeste
66367,2023-12-15,São Paulo,Cabo HDMI,40.0,2,Cliente_23117,80.0,Presencial,Sudeste
60016,2023-12-15,São Paulo,Mouse Gamer,120.0,1,Cliente_331,120.0,Presencial,Sudeste
89796,2023-12-15,São Paulo,Teclado Mecânico,250.0,1,Cliente_1792,250.0,Presencial,Sudeste
5153,2023-12-15,São Paulo,"Monitor 27""",1200.0,1,Cliente_8237,1200.0,Presencial,Sudeste
25722,2023-12-15,São Paulo,"Monitor 27""",1200.0,1,Cliente_9720,1200.0,Presencial,Sudeste
12414,2023-12-15,São Paulo,Smartphone Samsung,2200.0,1,Cliente_1925,2200.0,Presencial,Sudeste
10443,2023-12-15,São Paulo,Notebook HP,3200.0,1,Cliente_6153,3200.0,Presencial,Sudeste
85671,2023-12-15,São Paulo,Notebook HP,3200.0,1,Cliente_11212,3200.0,Presencial,Sudeste
81194,2023-12-15,São Paulo,Smartphone Samsung,2200.0,2,Cliente_26802,4400.0,Presencial,Sudeste
761,2023-12-15,São Paulo,iPhone 14,5500.0,1,Cliente_17682,5500.0,Presencial,Sudeste
9038,2023-12-15,São Paulo,Notebook Dell,3500.0,2,Cliente_12658,7000.0,Presencial,Sudeste
72661,2023-12-15,São Paulo,Notebook Dell,3500.0,2,Cliente_811,7000.0,Presencial,Sudeste
36952,2023-12-15,São Paulo,Notebook Dell,3500.0,5,Cliente_800,17500.0,Presencial,Sudeste
